0.100000, 11.801026, 9.728633
0.200000, 11.917704, 9.728896
0.300000, 11.954277, 9.729060
0.400000, 11.879552, 9.728550
0.500000, 11.749398, 9.727379
0.600000, 11.744612, 9.728481
0.700000, 11.943060, 9.731160
0.800000, 11.615443, 9.727138
0.900000, 11.941872, 9.732597
1.000000, 11.020939, 9.717760
1.100000, 11.800555, 9.733245
1.200000, 11.979055, 9.737151
1.300000, 11.426064, 9.720497
1.400000, 10.917477, 9.714463
1.500000, 11.941305, 9.741869
1.600000, 11.953228, 9.735776
1.700000, 11.788779, 9.738733
1.800000, 11.988219, 9.741474
1.900000, 11.908865, 9.738841
2.000000, 11.930521, 9.739767
2.100000, 11.987349, 9.742280
2.200000, 11.950093, 9.740604
2.300000, 11.293980, 9.716274
2.400000, 2.016040, 7.250767
2.500000, 12.055315, 9.746311
2.600000, 11.869519, 9.737376
2.700000, 11.927835, 9.740791
2.800000, 11.947151, 9.741966
2.900000, 11.928330, 9.740776
3.000000, 11.495860, 9.725056
3.100000, 11.300931, 9.712497
3.200000, 11.294788, 9.712129
3.300000, 11.351437, 9.716791
3.400000, 6.778266, 6.879757
3.500000, 10.316875, 9.639162
3.600000, 11.123077, 9.710747
3.700000, 12.798470, 9.823445
3.800000, 12.821957, 9.825754
3.900000, 12.076852, 13.042916
4.000000, 13.031857, 9.855951
4.100000, 4.947436, 16.961181
4.200000, 5.398005, 19.151382
4.300000, 12.022392, 11.337944
4.400000, 13.282600, 15.627652
4.500000, 0.803240, 13.573197
4.600000, 9.936185, 6.498638
4.700000, -1.792693, 15.496039
4.800000, -3.789640, 10.298839
4.900000, 2.274582, 8.847827
5.000000, -4.207219, 10.296330
5.100000, -7.876893, 9.091870
5.200000, -8.016293, 9.091875
5.300000, -8.124162, 9.091882
5.400000, -8.159201, 9.091886
5.500000, -5.414302, 10.493292
5.600000, -9.166302, 9.092018
5.700000, -10.532286, 17.846153
5.800000, 7.393481, 9.863909
5.900000, 10.786983, 11.445257
6.000000, 10.864191, 11.445240
6.100000, -3.381169, 7.521905
6.200000, 10.966878, 11.445185
6.300000, -3.349213, 7.521688
6.400000, 9.474205, 13.054828
6.500000, 9.128074, 13.061413
6.600000, 8.703870, 13.069896
6.700000, 8.463611, 13.076836
6.800000, 8.188923, 13.084303
6.900000, 10.646681, 16.972504
7.000000, 10.608840, 16.972383
7.100000, 6.806576, 13.128877
7.200000, 4.645533, 10.293601
7.300000, 4.117544, 10.281090
7.400000, 2.805774, 11.683262
7.500000, 2.904116, 11.683168
7.600000, 3.760213, 13.263753
7.700000, 2.822680, 13.312206
7.800000, 1.859768, 13.364595
7.900000, 0.755326, 13.427696
8.000000, -0.299712, 13.490850
8.100000, 0.836179, 13.439841
8.200000, -0.427795, 9.998912
8.300000, -0.755130, 9.974099
8.400000, -1.387069, 13.590830
8.500000, -1.163877, 13.594007
8.600000, -1.336231, 13.606985
8.700000, -1.848355, 13.647874
8.800000, -2.154833, 11.681232
8.900000, -2.154294, 11.681232
9.000000, -5.098479, 13.921847
9.100000, -4.843003, 13.872888
9.200000, -4.960624, 13.918426
9.300000, -5.185805, 13.942230
9.400000, -5.573280, 14.003191
9.500000, -5.647155, 13.988929
9.600000, -10.920204, 19.699488
9.700000, -6.848544, 14.113047
9.800000, -7.617959, 14.217883
9.800000, -7.894049, 14.222037
