time, x, y
0.100000, -0.073767, 3.814003
0.200000, -0.124396, 3.814003
0.300000, -0.054037, 3.814003
0.400000, -0.178391, 3.814003
0.500000, -0.070062, 3.814003
0.600000, -0.104096, 3.814003
0.700000, 0.482462, 2.670961
0.800000, 0.256652, 2.670961
0.900000, 0.237950, 3.783064
1.000000, -0.180456, 3.595958
1.100000, -0.058839, 3.783064
1.200000, 0.111512, 3.830000
1.300000, 0.027316, 3.830000
1.400000, -0.102466, 3.830000
1.500000, 0.198940, 3.830000
1.600000, 0.189309, 3.783064
1.700000, 0.178906, 3.783064
1.800000, -0.123814, 3.783064
1.900000, -0.079260, 3.783064
2.000000, 0.443888, 2.670961
2.100000, 0.181902, 3.646226
2.200000, 0.194827, 3.462144
2.300000, 1.087290, 3.595958
2.400000, 0.299404, 2.670961
2.500000, 0.209870, 2.670961
2.600000, 0.541238, 2.537413
2.700000, 0.134800, 3.595958
2.800000, 0.144139, 3.350721
2.900000, 0.124433, 3.811042
3.000000, 0.020431, 3.811042
3.100000, -0.220278, 3.811042
3.200000, 0.186575, 3.811042
3.300000, 0.194103, 3.350721
3.400000, 0.217596, 3.350721
3.500000, 0.184059, 3.350721
3.600000, 0.175822, 3.350721
3.700000, -0.110153, 3.811042
3.800000, 0.020419, 3.811042
3.900000, -0.085655, 3.801194
4.000000, -0.044006, 3.811042
4.100000, 0.171873, 3.350721
4.200000, -0.048167, 3.811042
4.300000, -0.064479, 3.811042
4.400000, -0.079035, 3.811042
4.500000, -0.204875, 3.811042
4.600000, -0.005081, 3.811042
4.700000, 0.202870, 3.811042
4.800000, -0.043681, 3.811042
4.900000, 0.209057, 3.350721
5.000000, 0.066916, 3.593113
5.100000, 0.219201, 3.811042
5.200000, 0.200094, 3.811042
5.300000, 0.059873, 3.811042
5.400000, -0.053957, 3.811042
5.500000, 0.222365, 3.811042
5.600000, 0.183444, 3.811042
5.700000, 0.579629, 3.811042
5.800000, -0.232858, 3.855217
5.900000, 0.016308, 3.811042
6.000000, -0.042560, 3.855217
6.100000, 0.215840, 3.811042
6.200000, -0.054941, 3.811042
6.300000, -0.197156, 3.811042
6.400000, 1.457758, 3.811042
6.500000, -1.300922, 3.811042
6.600000, -0.317677, 2.172691
6.700000, 0.063059, 2.172691
6.800000, -0.109729, 2.345795
6.900000, 0.126298, 2.345795
7.000000, 0.050139, 3.351031
7.100000, 0.141962, 3.070946
7.200000, 0.216270, 3.070946
7.300000, 0.464721, 3.070946
7.400000, 0.429505, 3.070946
7.500000, -0.016630, 2.867565
7.600000, -0.054012, 2.867565
7.700000, 0.163892, 3.070946
7.800000, -0.126915, 3.070946
7.900000, -0.360438, 3.070946
8.000000, -0.304139, 3.167238
8.100000, -0.213908, 3.167238
8.200000, -0.195521, 3.673958
8.300000, -0.208311, 3.673958
8.400000, -0.219512, 3.673958
8.500000, 0.169055, 3.317421
8.600000, -0.238847, 3.167238
8.700000, -0.203204, 3.167238
8.800000, -0.196210, 3.167238
8.900000, -0.289165, 3.167238
9.000000, -0.151672, 3.167238
9.100000, -0.161765, 3.167238
9.200000, -0.124925, 3.070946
9.300000, -0.076427, 3.070946
9.400000, 0.060143, 3.070946
9.500000, -0.365403, 3.602266
9.600000, -0.164423, 3.644697
9.700000, -0.156707, 3.070946
9.800000, -0.068164, 3.906003
9.900000, -0.244778, 3.906003
10.000000, -0.136043, 3.070946
10.100000, -0.194725, 3.167238
10.200000, -0.163792, 3.070946
10.300000, -0.162722, 3.070946
10.400000, -0.136006, 3.167238
10.500000, 0.130577, 3.497062
10.600000, -0.187930, 3.567067
10.700000, -0.174707, 3.567067
10.800000, -0.114610, 3.567067
10.900000, 0.015468, 3.567067
11.000000, 0.141565, 3.513286
11.100000, -0.166797, 3.070946
11.200000, -0.218214, 3.567067
11.300000, 0.186387, 3.070946
11.400000, -0.155016, 3.070946
11.500000, -0.190126, 2.977264
11.600000, -1.280179, 3.070946
11.700000, -0.533477, 3.133305
11.800000, 0.196831, 3.486466
11.900000, -0.363215, 3.133305
12.000000, -0.016609, 3.133305
12.100000, 0.129437, 3.167238
12.200000, -0.158810, 3.133305
12.300000, -0.216171, 3.521347
12.400000, 0.124683, 3.521347
12.500000, -0.090469, 3.714051
12.600000, 0.162778, 3.714051
12.700000, -0.161704, 3.167238
12.800000, -0.125543, 3.133305
12.900000, 0.155057, 3.070946
13.000000, 0.163608, 3.070946
13.100000, 0.147224, 3.167238
13.200000, -0.141573, 3.872026
13.300000, 0.156232, 3.167238
13.400000, -0.212915, 3.714051
13.500000, -0.136343, 3.167238
13.600000, -0.165294, 3.167238
13.700000, -0.147526, 3.167238
13.800000, 0.136799, 3.167238
13.900000, 0.140357, 3.167238
14.000000, 0.162492, 3.070946
14.100000, 0.127951, 3.167238
14.200000, 0.155930, 3.167238
14.300000, 0.173705, 3.167238
14.400000, 0.154215, 3.070946
14.500000, 0.110670, 3.167238
14.600000, 0.223710, 3.167238
14.700000, -0.168604, 3.167238
14.800000, 0.113248, 3.189401
14.900000, 0.151795, 3.070946
15.000000, 0.192586, 3.167238
15.100000, 0.122225, 3.167238
15.200000, 0.154387, 3.167238
15.200000, 0.154387, 3.167238
