0.100000, -0.401175, 14.896832
0.200000, 0.401576, 11.855661
0.300000, 2.332209, 11.036432
0.400000, 2.522685, 14.264589
0.500000, 2.388866, 11.036780
0.600000, 2.721124, 11.035139
0.700000, 2.176936, 11.911229
0.800000, 1.910100, 11.907393
0.900000, 1.905870, 11.908018
1.000000, 2.892714, 11.033443
1.100000, 1.914632, 11.908859
1.200000, 2.788410, 11.034784
1.300000, 2.675527, 11.036909
1.400000, 10.477311, 16.316638
1.500000, 10.620061, 16.316368
1.600000, 10.840841, 16.315533
1.700000, 11.044164, 16.314380
1.800000, 8.194655, 15.087443
1.900000, 7.787211, 15.273960
2.000000, 7.791641, 15.274541
2.100000, 7.854234, 15.275917
2.200000, 7.938572, 15.277913
2.300000, 7.988761, 15.279494
2.400000, 8.066381, 15.279138
2.500000, 7.775365, 15.269538
2.600000, 7.575073, 15.262380
2.700000, 6.885468, 15.256949
2.800000, 6.902854, 15.257666
2.900000, 6.876814, 15.233448
3.000000, 8.178954, 15.283745
3.100000, 8.091080, 15.279394
3.200000, 8.545356, 15.303759
3.300000, 8.597429, 15.300044
3.400000, 8.377775, 15.287354
3.500000, 8.156709, 15.273973
3.600000, 7.903836, 15.257969
3.700000, 6.058036, 15.193673
3.800000, 7.816221, 15.251400
3.900000, 5.572078, 15.159144
4.000000, 5.651196, 15.165025
4.100000, 7.041254, 15.195344
4.200000, 6.187747, 15.207213
4.300000, 5.737292, 15.172195
4.400000, 5.693092, 15.168601
4.500000, 8.390598, 15.298845
4.600000, 8.412864, 15.300870
4.700000, 8.792428, 15.335377
4.800000, 9.131083, 15.367491
4.900000, 9.143156, 15.369727
5.000000, 10.369629, 16.295642
5.100000, 10.301885, 16.295599
5.200000, 9.443245, 15.318231
5.300000, 9.482838, 15.321609
5.400000, 9.446145, 15.318653
5.500000, 9.324614, 15.304563
5.600000, 9.790558, 15.341282
5.700000, 8.708308, 15.756355
5.800000, 4.664067, 11.575798
5.900000, 5.751363, 14.867641
6.000000, 9.163561, 15.753020
6.100000, 9.386089, 15.750542
6.200000, 9.353537, 15.307956
6.300000, 9.158374, 15.280971
6.400000, 9.612457, 15.342777
6.500000, 9.586799, 15.339823
6.600000, 9.602443, 15.342117
6.700000, 6.430689, 16.221077
6.800000, 6.145365, 14.862685
6.900000, 6.138191, 15.782209
7.000000, 6.343975, 15.785720
7.100000, 6.640739, 15.793317
7.200000, 6.532518, 15.791480
7.300000, 6.619149, 15.795177
7.400000, 6.440136, 15.786724
7.500000, 5.898678, 15.769000
7.600000, 5.733433, 16.218700
7.700000, 4.522999, 15.309294
7.800000, 4.059043, 15.297140
7.900000, 3.599781, 15.282999
8.000000, 2.953525, 16.279590
8.100000, 2.586321, 16.293123
8.200000, 1.906662, 15.217325
8.300000, 1.257715, 15.187013
8.400000, 0.374690, 15.142695
8.500000, -0.173545, 15.112395
8.600000, -0.528626, 15.091233
8.700000, -0.548708, 14.929265
8.800000, -1.709862, 15.016230
8.900000, -2.048786, 15.095079
9.000000, -2.643774, 14.952829
9.100000, -2.603762, 14.933608
9.200000, -2.946152, 14.905408
9.300000, -2.035248, 9.194271
9.400000, -2.167495, 9.195154
9.500000, -2.409445, 9.196780
9.600000, -3.906826, 14.819001
9.700000, -3.579888, 14.849628
9.800000, -4.352525, 14.773338
9.800000, -5.167642, 14.695793
