time, x, y
0.100000, 4.543584, 12.835440
0.200000, -0.464008, 9.339066
0.300000, 9.066030, 5.829621
0.400000, 0.933879, 13.879446
0.500000, 0.847742, 13.879446
0.600000, 0.767663, 13.879446
0.700000, 0.767063, 13.879446
0.800000, -3.280519, 12.866988
0.900000, 2.044580, 13.873738
1.000000, 0.968353, 13.211622
1.100000, 0.896043, 12.605442
1.200000, 0.676058, 12.605442
1.300000, 0.586278, 10.530821
1.400000, 0.988955, 10.970281
1.500000, 0.750303, 13.873738
1.600000, 1.120072, 10.970281
1.700000, 2.200913, 13.211622
1.800000, 12.075239, 8.772798
1.900000, 3.490571, 13.211622
2.000000, 10.878394, 9.612792
2.100000, 0.518465, 10.782128
2.200000, 9.219030, 13.071067
2.300000, -8.513936, 11.773282
2.400000, 0.389734, 11.941139
2.500000, 0.146270, 10.677503
2.600000, 1.709608, 12.231948
2.700000, -0.457486, 10.677503
2.800000, -4.197338, 14.070073
2.900000, -7.101003, 12.535946
3.000000, -1.360008, 7.401410
3.100000, -8.546848, 12.984403
3.200000, -3.171596, 9.650363
3.300000, -0.742710, 14.306793
3.400000, -0.530030, 14.306793
3.500000, -2.313777, 14.401015
3.600000, -1.008319, 13.213037
3.700000, -0.090751, 14.306793
3.800000, 0.734204, 14.306793
3.900000, 0.785140, 14.306793
4.000000, 0.225212, 8.674963
4.100000, 0.449568, 8.674963
4.200000, 0.068111, 13.767847
4.300000, -0.183003, 13.767847
4.400000, -0.457526, 13.157048
4.500000, 0.361615, 8.674963
4.600000, -0.709127, 13.157048
4.700000, -0.953686, 13.157048
4.800000, -0.727650, 13.767847
4.900000, 0.414513, 8.674963
5.000000, 0.945359, 13.180243
5.100000, -0.651782, 13.180243
5.200000, 0.690524, 14.023002
5.200000, -0.355220, 11.401557
