0.100000, 5.185966, 8.528642
0.200000, 5.306473, 8.528926
0.300000, 5.268850, 8.528749
0.400000, 5.132970, 8.527789
0.500000, 5.046510, 8.526975
0.600000, 5.006049, 8.526060
0.700000, 4.981189, 8.525209
0.800000, 4.989068, 8.525162
0.900000, 5.026032, 8.524198
1.000000, 5.044002, 8.526181
1.100000, 5.016993, 8.524705
1.200000, 4.973655, 8.522928
1.300000, 5.081545, 8.526582
1.400000, 5.102832, 8.527234
1.500000, 4.985147, 8.522968
1.600000, 5.006092, 8.523747
1.700000, 4.967790, 8.522142
1.800000, 4.974489, 8.518663
1.900000, 4.966810, 8.518423
2.000000, 4.968158, 8.521232
2.100000, 4.975336, 8.521570
2.200000, 5.020793, 8.520041
2.300000, 5.051140, 8.521057
2.400000, 4.992311, 8.517870
2.500000, 5.002346, 8.517880
2.600000, 4.963049, 8.515644
2.700000, 4.955414, 8.514569
2.800000, 4.982013, 8.516262
2.900000, 4.994204, 8.519943
3.000000, 4.996920, 8.519328
3.100000, 11.570723, 16.349144
3.200000, 11.788923, 16.350993
3.300000, 11.879762, 16.352147
3.400000, 11.832656, 16.351349
3.500000, 7.243302, 13.466418
3.600000, 6.687069, 13.452231
3.700000, 6.202789, 13.438114
3.800000, 3.992417, 8.439820
3.900000, 3.943489, 8.435433
4.000000, 4.018018, 8.433764
4.100000, 3.747065, 8.417546
4.200000, 3.667111, 8.409807
4.300000, 3.353737, 8.380568
4.400000, 3.249679, 8.367592
4.500000, 2.643405, 8.315606
4.600000, 2.693774, 9.748358
4.700000, 4.242839, 15.644645
4.800000, 2.045066, 8.243352
4.900000, 2.867134, 11.699199
5.000000, 1.487665, 11.086679
5.100000, 1.516549, 11.086703
5.200000, 0.987079, 11.767935
5.300000, 1.187525, 11.767846
5.400000, -0.553252, 12.695524
5.500000, 0.127003, 15.819077
5.600000, -0.485994, 12.695734
5.700000, -0.508886, 15.819851
5.800000, -3.238817, 14.543939
5.900000, -3.370608, 14.544571
6.000000, -3.431749, 14.545011
6.100000, -3.429724, 14.544992
6.200000, -3.706695, 14.548012
6.300000, -3.699674, 14.547911
6.400000, -3.958137, 14.551687
6.500000, -3.571427, 12.619166
6.600000, -4.556351, 14.564175
6.700000, -4.182803, 12.596297
6.800000, -4.315217, 12.590859
6.800000, -4.539552, 12.581814
